url,gtm_detected,consent_mode,gtm_events,third_party_trackers,third_party_domains_count,third_party_domains_list,trackerdb_patterns_count,trackerdb_data_source,status,google_urls_count,analysis_time,timestamp,raw_urls
https://www.onlinecarpets.co.uk/,False,False,not_applicable,not_applicable,0,not_applicable,3425,github_releases,success,0,20.6789391040802,2025-08-07T21:54:06.699897,[]
https://www.onlinestore.usj.co.jp/,False,False,not_applicable,not_applicable,0,not_applicable,3425,github_releases,success,0,20.55707550048828,2025-08-07T21:54:27.257255,[]
https://www.optavia.com/,True,True,"OneTrustLoaded, OptanonLoaded, OneTrustGroupsUpdated, gtm.dom, gtm.load","Adelphic, Adobe Typekit, AppNexus, Brightcove Player, Cloudflare, Facebook, FullStory, Google, Google APIs, Google Analytics, Google Fonts, Google Marketing Platform, Google Photos, Google Play Services, Google Static, Microsoft Advertising, New Relic, OneTrust, Tealium, TripAdvisor, UserWay, YouTube",39,"14434433.fls.doubleclick.net, acdn.adnxs.com, ad.doubleclick.net, ad.ipredictive.com, adservice.google.com, api.userway.org, bam.nr-data.net, bat.bing.com, bat.bing.net, cdn.cookielaw.org, cdn.userway.org, cdn77.api.userway.org, cdnjs.cloudflare.com, connect.facebook.net, edge.fullstory.com, fonts.googleapis.com, fonts.gstatic.com, global.oktacdn.com, googleads.g.doubleclick.net, i.ytimg.com, ib.adnxs.com, img.youtube.com, jnn-pa.googleapis.com, js-agent.newrelic.com, p.typekit.net, play.google.com, players.brightcove.net, privacyportal.onetrust.com, region1.google-analytics.com, rs.fullstory.com, static.doubleclick.net, tags.tiqcdn.com, use.typekit.net, www.facebook.com, www.google.co.uk, www.google.com, www.gstatic.com, www.youtube.com, yt3.ggpht.com",3425,github_releases,success,19,20.460819482803345,2025-08-07T21:54:47.718287,"[""https://fonts.googleapis.com/css2?family=Open+Sans:wght@400;600;700&display=swap"", ""https://www.google.com/recaptcha/api.js"", ""https://www.optavia.com/_ui/shared/js/analyticsmediator.js"", ""https://www.googletagmanager.com/gtag/js?id=AW-746559238"", ""https://www.google.com/ccm/collect?tid=AW-746559238&en=page_view&dl=https%3A%2F%2Fwww.optavia.com%2Fus%2Fen%2F&scrsrc=www.googletagmanager.com&frm=0&rnd=404422347.1754603676&dt=optavia%20%7C%20Lifestyle%20Program&auid=1763859314.1754603676&navt=n&npa=0&did=dYmQxMT&gdid=dYmQxMT&gtm=45be5870h2v9206696246za200zd9206696246&gcd=13l3l3l3l1l1&dma=0&tag_exp=101509157~102015666~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105087538~105087540~105103161~105103163~105113532~105135708~105135710&tft=1754603676345&tfd=9030&apve=1&apvf=f"", ""https://googleads.g.doubleclick.net/pagead/viewthroughconversion/746559238/?random=1754603676333&cv=11&fst=1754603676333&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45be5870h2v9206696246za200zd9206696246xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=101509157~102015666~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105087538~105087540~105103161~105103163~105113532~105135708~105135710&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.optavia.com%2Fus%2Fen%2F&hn=www.googleadservices.com&frm=0&tiba=optavia%20%7C%20Lifestyle%20Program&did=dYmQxMT&gdid=dYmQxMT&npa=0&pscdl=noapi&auid=1763859314.1754603676&uaa=arm&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.28%7CHeadlessChrome%3B120.0.6099.28&uamb=0&uam=&uap=Linux&uapv=6.10.11&uaw=0&fdr=QA&data=event%3Dgtag.config&rfmt=3&fmt=4"", ""https://googleads.g.doubleclick.net/pagead/viewthroughconversion/746559238/?random=1754603676369&cv=11&fst=1754603676369&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45be5870h2v9206696246za200zd9206696246xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=101509157~102015666~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105087538~105087540~105103161~105103163~105113532~105135708~105135710&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.optavia.com%2Fus%2Fen%2F&hn=www.googleadservices.com&frm=0&tiba=optavia%20%7C%20Lifestyle%20Program&did=dYmQxMT&gdid=dYmQxMT&npa=0&pscdl=noapi&auid=1763859314.1754603676&uaa=arm&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.28%7CHeadlessChrome%3B120.0.6099.28&uamb=0&uam=&uap=Linux&uapv=6.10.11&uaw=0&fdr=QA&data=event%3Dgtag.config&rfmt=3&fmt=4"", ""https://www.googletagmanager.com/gtag/js?id=DC-14434433&cx=c&gtm=45be5870h2v9206696246za200&tag_exp=101509157~102015666~103116026~103200004~103233427~104684208~104684211~105087538~105087540~105103161~105103163~105135708~105135710"", ""https://www.googletagmanager.com/gtag/js?id=G-KBLSNCS5JN&cx=c&gtm=45be5870h2v9206696246za200&tag_exp=101509157~102015666~103116026~103200004~103233427~104684208~104684211~105087538~105087540~105103161~105103163~105135708~105135710"", ""https://www.google.com/pagead/1p-user-list/746559238/?random=1754603676333&cv=11&fst=1754600400000&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45be5870h2v9206696246za200zd9206696246xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=101509157~102015666~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105087538~105087540~105103161~105103163~105113532~105135708~105135710&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.optavia.com%2Fus%2Fen%2F&hn=www.googleadservices.com&frm=0&tiba=optavia%20%7C%20Lifestyle%20Program&did=dYmQxMT&gdid=dYmQxMT&npa=0&pscdl=noapi&auid=1763859314.1754603676&uaa=arm&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.28%7CHeadlessChrome%3B120.0.6099.28&uamb=0&uam=&uap=Linux&uapv=6.10.11&uaw=0&fdr=QA&data=event%3Dgtag.config&rfmt=3&fmt=3&is_vtc=1&cid=CAQSGwDZpuyzGLTiLIhrUdqFwcutq_8OTXkn7_8-cw&random=2729381529&rmt_tld=0&ipr=y"", ""https://www.google.co.uk/pagead/1p-user-list/746559238/?random=1754603676333&cv=11&fst=1754600400000&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45be5870h2v9206696246za200zd9206696246xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=101509157~102015666~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105087538~105087540~105103161~105103163~105113532~105135708~105135710&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.optavia.com%2Fus%2Fen%2F&hn=www.googleadservices.com&frm=0&tiba=optavia%20%7C%20Lifestyle%20Program&did=dYmQxMT&gdid=dYmQxMT&npa=0&pscdl=noapi&auid=1763859314.1754603676&uaa=arm&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.28%7CHeadlessChrome%3B120.0.6099.28&uamb=0&uam=&uap=Linux&uapv=6.10.11&uaw=0&fdr=QA&data=event%3Dgtag.config&rfmt=3&fmt=3&is_vtc=1&cid=CAQSGwDZpuyzGLTiLIhrUdqFwcutq_8OTXkn7_8-cw&random=2729381529&rmt_tld=1&ipr=y"", ""https://www.google.com/pagead/1p-user-list/746559238/?random=1754603676369&cv=11&fst=1754600400000&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45be5870h2v9206696246za200zd9206696246xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=101509157~102015666~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105087538~105087540~105103161~105103163~105113532~105135708~105135710&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.optavia.com%2Fus%2Fen%2F&hn=www.googleadservices.com&frm=0&tiba=optavia%20%7C%20Lifestyle%20Program&did=dYmQxMT&gdid=dYmQxMT&npa=0&pscdl=noapi&auid=1763859314.1754603676&uaa=arm&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.28%7CHeadlessChrome%3B120.0.6099.28&uamb=0&uam=&uap=Linux&uapv=6.10.11&uaw=0&fdr=QA&data=event%3Dgtag.config&rfmt=3&fmt=3&is_vtc=1&cid=CAQSGwDZpuyzNocvpju0M-6BQPfGFrx8zRBU0l4Dug&random=3488562781&rmt_tld=0&ipr=y"", ""https://www.google.co.uk/pagead/1p-user-list/746559238/?random=1754603676369&cv=11&fst=1754600400000&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45be5870h2v9206696246za200zd9206696246xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=101509157~102015666~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105087538~105087540~105103161~105103163~105113532~105135708~105135710&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.optavia.com%2Fus%2Fen%2F&hn=www.googleadservices.com&frm=0&tiba=optavia%20%7C%20Lifestyle%20Program&did=dYmQxMT&gdid=dYmQxMT&npa=0&pscdl=noapi&auid=1763859314.1754603676&uaa=arm&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.28%7CHeadlessChrome%3B120.0.6099.28&uamb=0&uam=&uap=Linux&uapv=6.10.11&uaw=0&fdr=QA&data=event%3Dgtag.config&rfmt=3&fmt=3&is_vtc=1&cid=CAQSGwDZpuyzNocvpju0M-6BQPfGFrx8zRBU0l4Dug&random=3488562781&rmt_tld=1&ipr=y"", ""https://ad.doubleclick.net/activity;src=14434433;type=optav0;cat=optav008;ord=1643941067691;npa=0;auiddc=1763859314.1754603676;u3=1754603670613;u2=New;gdid=dYmQxMT;uaa=arm;uab=64;uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.28%7CHeadlessChrome%3B120.0.6099.28;uamb=0;uam=;uap=Linux;uapv=6.10.11;uaw=0;pscdl=noapi;frm=0;user_data_mode=c;_tu=IFA;gtm=45fe5870h2v9181973491za200zb9206696246zd9206696246;gcd=13l3l3l3l1l1;dma=0;dc_fmt=3;tag_exp=101509157~103116026~103200004~103233427~104527907~104528500~104684208~104684211~104948813~105087538~105087540~105103161~105103163~105135708~105135710;epver=2;em=tv.1;dc_random=1754603676606;~oref=https%3A%2F%2Fwww.optavia.com%2Fus%2Fen%2F?"", ""https://14434433.fls.doubleclick.net/activityi;src=14434433;type=optav0;cat=optav008;ord=1643941067691;npa=0;auiddc=1763859314.1754603676;u3=1754603670613;u2=New;gdid=dYmQxMT;uaa=arm;uab=64;uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.28%7CHeadlessChrome%3B120.0.6099.28;uamb=0;uam=;uap=Linux;uapv=6.10.11;uaw=0;pscdl=noapi;frm=0;user_data_mode=c;_tu=IFA;gtm=45fe5870h2v9181973491za200zb9206696246zd9206696246;gcd=13l3l3l3l1l1;dma=0;dc_fmt=2;tag_exp=101509157~103116026~103200004~103233427~104527907~104528500~104684208~104684211~104948813~105087538~105087540~105103161~105103163~105135708~105135710;epver=2;em=tv.1;dc_random=1754603676606;_dc_test=1;~oref=https%3A%2F%2Fwww.optavia.com%2Fus%2Fen%2F?"", ""https://region1.google-analytics.com/g/collect?v=2&tid=G-KBLSNCS5JN&gtm=45je5870h2v873910187za200zb9206696246zd9206696246&_p=1754603676108&gcd=13l3l3l3l1l1&npa=0&dma=0&tag_exp=101509157~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105087538~105087540~105103161~105103163~105113532~105135708~105135710&gdid=dYmQxMT&cid=955163842.1754603677&ul=en-us&sr=1280x720&uaa=arm&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.28%7CHeadlessChrome%3B120.0.6099.28&uamb=0&uam=&uap=Linux&uapv=6.10.11&uaw=0&frm=0&pscdl=noapi&_s=1&sid=1754603676&sct=1&seg=0&dl=https%3A%2F%2Fwww.optavia.com%2Fus%2Fen%2F&dt=optavia%20%7C%20Lifestyle%20Program&en=page_view&_fv=1&_nsi=1&_ss=2&_ee=1&ep.site_region=united%20states&ep.browser_language=en-US%3A%20American%20English&up.customer_status=New&tfd=9358"", ""https://optavia.jotform.com/242245032898157?parentURL=https%3A%2F%2Fwww.optavia.com%2Fus%2Fen%2F&jsForm=true&sessionLanguage=en&googleClientid=955163842.1754603677&sessionId=s1754603676$o1$g1$t1754603676$j60$l0$h0"", ""https://optavia.jotform.com/242244823443150?parentURL=https%3A%2F%2Fwww.optavia.com%2Fus%2Fen%2F&jsForm=true&sessionLanguage=en&googleClientid=955163842.1754603677&sessionId=s1754603676$o1$g1$t1754603676$j60$l0$h0"", ""https://region1.google-analytics.com/g/collect?v=2&tid=G-KBLSNCS5JN&gtm=45je5870h2v873910187za200zb9206696246zd9206696246&_p=1754603676108&gcd=13l3l3l3l1l1&npa=0&dma=0&tag_exp=101509157~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105087538~105087540~105103161~105103163~105113532~105135708~105135710&gdid=dYmQxMT&cid=955163842.1754603677&ul=en-us&sr=1280x720&uaa=arm&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.28%7CHeadlessChrome%3B120.0.6099.28&uamb=0&uam=&uap=Linux&uapv=6.10.11&uaw=0&frm=0&pscdl=noapi&_eu=AAAAAAQ&sid=1754603676&sct=1&seg=1&dl=https%3A%2F%2Fwww.optavia.com%2Fus%2Fen%2F&dt=optavia%20%7C%20Lifestyle%20Program&_s=2&tfd=14406""]"
https://www.optic2000.com/,False,False,not_applicable,not_applicable,0,not_applicable,3425,github_releases,success,0,20.837509155273438,2025-08-07T21:55:08.557338,[]
https://www.opticauniversitaria.es/,True,True,"gtm.js, customer, timing_complete, gtm.dom, OneTrustLoaded, OptanonLoaded, OneTrustGroupsUpdated, gtm.load, ajaxComplete, search, gtm.scrollDepth, gtm.click","CQuotient, Google Analytics, Google Syndication, OneTrust, Trusted Shops, Zendesk, Zendesk CDN",8,"ade.googlesyndication.com, cdn.cookielaw.org, ekr.zdassets.com, opticauniversitaria.zendesk.com, p.cquotient.com, region1.google-analytics.com, static.zdassets.com, widgets.trustedshops.com",3425,github_releases,success,16,47.99662709236145,2025-08-07T21:55:56.569020,"[""https://ajax.googleapis.com/ajax/libs/jquery/3.6.1/jquery.min.js"", ""https://www.opticauniversitaria.es/on/demandware.static/Sites-OpticaUniversitaria-Site/-/es_ES/v1754543106842/internal/jscript/dwanalytics-22.2.js"", ""https://fonts.googleapis.com/css?family=Dosis&subset=latin-ext"", ""https://www.googletagmanager.com/gtm.js?id=GTM-TNGF2Z5"", ""https://www.googletagmanager.com/gtag/js?id=G-QRQLRV5X24&cx=c&gtm=45He5861h1v77619552za200&tag_exp=101509157~103116026~103200004~103233427~104684208~104684211~105087538~105087540~105103161~105103163~105135708~105135710"", ""https://www.googletagmanager.com/gtag/js?id=AW-996492712&cx=c&gtm=45He5861h1v77619552za200&tag_exp=101509157~103116026~103200004~103233427~104684208~104684211~105087538~105087540~105103161~105103163~105135708~105135710"", ""https://pagead2.googlesyndication.com/ccm/collect?en=page_view&dr=www.opticauniversitaria.es&dl=https%3A%2F%2Fwww.opticauniversitaria.es%2Fcookies.html&scrsrc=www.googletagmanager.com&frm=0&rnd=953732772.1754603745&navt=n&npa=1&gdid=dYWJhMj&gtm=45He5861h1v77619552za200zd77619552&gcs=G100&gcd=13q3q3q3q5l1&dma_cps=-&dma=0&tag_exp=101509157~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105087538~105087540~105103161~105103163~105135708~105135710&tft=1754603745268&tfd=567&apve=1&apvf=sb"", ""https://www.googletagmanager.com/gtag/js?id=G-9MGSGMJ1QV&cx=c&gtm=45He5861h1v77619552za200&tag_exp=101509157~103116026~103200004~103233427~104684208~104684211~105087538~105087540~105103161~105103163~105135708~105135710"", ""https://region1.google-analytics.com/g/collect?v=2&tid=G-7QKFB8WQZ1&gtm=45je5861h1v888830343z877619552za200zb77619552zd77619552&_p=1754603745151&gcs=G100&gcd=13q3q3q3q5l1&npa=1&dma_cps=-&dma=0&tag_exp=101509157~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105087538~105087540~105103161~105103163~105135708~105135710&tt=external&cid=1273084519.1754603745&ul=en-us&sr=1280x720&uaa=arm&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.28%7CHeadlessChrome%3B120.0.6099.28&uamb=0&uam=&uap=Linux&uapv=6.10.11&uaw=0&frm=0&pscdl=denied&_s=1&sid=1754603745&sct=1&seg=0&dl=https%3A%2F%2Fwww.opticauniversitaria.es%2Fcookies.html&dr=https%3A%2F%2Fwww.opticauniversitaria.es%2F&dt=Pol%C3%ADtica%20de%20cookies%20%7C%20%C3%93ptica%20%26%20Audiolog%C3%ADa%20Universitaria&en=page_view&_fv=1&_ss=1&ep.content_group=Other&tfd=732"", ""https://www.googletagmanager.com/gtag/destination?id=DC-14797902&cx=c&gtm=45je5861h1v9194878793za200zb77619552&tag_exp=101509157~103116026~103200004~103233427~104684208~104684211~105087538~105087540~105103161~105103163~105135708~105135710"", ""https://sst.opticauniversitaria.es/g/collect?v=2&tid=G-9MGSGMJ1QV&gtm=45je5861h1v9194878793z877619552za200zb77619552zd77619552&_p=1754603745151&gcs=G100&gcd=13q3q3q3q5l1&npa=1&dma_cps=-&dma=0&tag_exp=101509157~103116026~103200004~103233427~104527907~104528500~104684208~104684211~104948813~105087538~105087540~105103161~105103163~105135708~105135710&gdid=dYWJhMj&cid=1273084519.1754603745&ecid=1110659607&ul=en-us&sr=1280x720&_fplc=0&ur=GB-SCT&uaa=arm&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.28%7CHeadlessChrome%3B120.0.6099.28&uamb=0&uam=&uap=Linux&uapv=6.10.11&uaw=0&frm=0&pscdl=denied&sst.rnd=953732772.1754603745&sst.etld=google.co.uk&sst.gcsub=region1&sst.tft=1754603745151&sst.lpc=227521603&sst.navt=n&sst.ude=0&_s=1&sid=1754603745&sct=1&seg=0&dl=https%3A%2F%2Fwww.opticauniversitaria.es%2Fcookies.html&dr=https%3A%2F%2Fwww.opticauniversitaria.es%2F&dt=Pol%C3%ADtica%20de%20cookies%20%7C%20%C3%93ptica%20%26%20Audiolog%C3%ADa%20Universitaria&_tu=BA&en=page_view&_fv=1&_ss=1&ep.event_id=1754603745151.22&tfd=785&richsstsse"", ""https://region1.google-analytics.com/g/collect?v=2&tid=G-QRQLRV5X24&gtm=45je5861h1v888830343z877619552za200zb77619552zd77619552&_p=1754603745151&em=tv.1~em.51Lt_AoQlfxw6mlJJkFpO2C6ehX8wrZBeeTmbWzAX78&gcs=G100&gcd=13q3q3q3q5l1&npa=1&dma_cps=-&dma=0&tag_exp=101509157~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105087538~105087540~105103161~105103163~105135708~105135710&tt=external&cid=1273084519.1754603745&ecid=1665466482&ul=en-us&sr=1280x720&uaa=arm&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.28%7CHeadlessChrome%3B120.0.6099.28&uamb=0&uam=&uap=Linux&uapv=6.10.11&uaw=0&frm=0&pscdl=denied&ec_mode=a&_s=1&sid=1754603745&sct=1&seg=0&dl=https%3A%2F%2Fwww.opticauniversitaria.es%2Fcookies.html&dr=https%3A%2F%2Fwww.opticauniversitaria.es%2F&dt=Pol%C3%ADtica%20de%20cookies%20%7C%20%C3%93ptica%20%26%20Audiolog%C3%ADa%20Universitaria&en=page_view&_fv=1&_nsi=1&_ss=1&ep.content_group=Other&tfd=791"", ""https://ade.googlesyndication.com/ddm/activity/src=14797902;type=invmedia;cat=count0;ord=3601892255180;npa=1;gdid=dYWJhMj;uaa=arm;uab=64;uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.28%7CHeadlessChrome%3B120.0.6099.28;uamb=0;uam=;uap=Linux;uapv=6.10.11;uaw=0;pscdl=denied;frm=0;_tu=KlA;gtm=45fe5861h1v9193506473z877619552za200zb77619552zd77619552;gcs=G100;gcd=13q3q3q3q5l1;dma_cps=-;dma=0;dc_fmt=8;tag_exp=101509157~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105087538~105087540~105102050~105103161~105103163~105135708~105135710~105231383~105231385;epver=2;~oref=https%3A%2F%2Fwww.opticauniversitaria.es%2Fcookies.html?"", ""https://www.googletagmanager.com/a?v=3&t=l&pid=1261537438&rv=5861&tag_exp=101509157~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105033763~105033765~105037407~105087538~105087540~105103161~105103163~105135708~105135710~105231380~105231382&u=AAAAAIAKAAAAACA&h=Ag&gtm=45be5861h1v9121833205za200zb77619552zd77619552&ccid=121833205&cid=AW-996492712&l=L449.S19.B16.E343.I504.TC11.HTC0~gtm.init_consent.S0.V0.E144.TS5ogtcps.TI9.TE0.TS5ogtdma.TI11.TE0~gtm.init.S0.V0.E141.TS5ogtadsdatatos.TI19.TE0.TS5ogt1pdatav2.TI12.TE0.TS5ccdadsfirst.TI20.TE0.TS5ccdemform.TI18.TE0.TS5ccdenablecm.TI17.TE0.TS5ccdadd1pdata.TI16.TE0.TS5ccdadd1pdata.TI15.TE0.TS5ccdadslast.TI14.TE0~gtm.js.S0.V0.E138.TS5rep.TI7.TE7~*.S1.V1.E98~*.S0.V0.E97~gtm.dom.S0.V0.E96~*.S0.V0.E24~*.S0.E22~*.S0.V0.E17~gtm.load.S0.V0.E5~SS3.300000000745058"", ""https://www.opticauniversitaria.es/on/demandware.store/Sites-OpticaUniversitaria-Site/es_ES/__Analytics-Start?url=https%3A%2F%2Fwww.opticauniversitaria.es%2Fcookies.html&res=1280x720&cookie=1&ref=https%3A%2F%2Fwww.opticauniversitaria.es%2F&title=Pol%C3%ADtica%20de%20cookies%20%7C%20%C3%93ptica%20%26%20Audiolog%C3%ADa%20Universitaria&pdf=1&qt=0&realp=0&wma=0&dir=0&fla=0&java=0&gears=0&ag=0&dwac=0.1583508164134777&cmpn=&tz=Europe/Madrid&pcc=EUR&pct=&pcat=&dw_dnt=0"", ""https://sst.opticauniversitaria.es/g/collect?v=2&tid=G-9MGSGMJ1QV&gtm=45je5861h1v9194878793z877619552za200zb77619552zd77619552&_p=1754603745151&gcs=G100&gcd=13q3q3q3q5l1&npa=1&dma_cps=-&dma=0&tag_exp=101509157~103116026~103200004~103233427~104527907~104528500~104684208~104684211~104948813~105087538~105087540~105103161~105103163~105135708~105135710&gdid=dYWJhMj&cid=1273084519.1754603745&ecid=1110659607&ul=en-us&sr=1280x720&_fplc=0&ur=GB-SCT&uaa=arm&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.28%7CHeadlessChrome%3B120.0.6099.28&uamb=0&uam=&uap=Linux&uapv=6.10.11&uaw=0&frm=0&pscdl=denied&sst.rnd=953732772.1754603745&sst.etld=google.co.uk&sst.gcsub=region1&sst.tft=1754603745151&sst.lpc=227521603&sst.navt=n&sst.ude=0&_s=2&cu=EUR&sid=1754603745&sct=1&seg=0&dl=https%3A%2F%2Fwww.opticauniversitaria.es%2Fcookies.html&dr=https%3A%2F%2Fwww.opticauniversitaria.es%2F&dt=Pol%C3%ADtica%20de%20cookies%20%7C%20%C3%93ptica%20%26%20Audiolog%C3%ADa%20Universitaria&_tu=Lg&en=search&ep.event_id=1754603745151.52&_et=918&tfd=2219&richsstsse""]"
https://www.optimum.com/,False,False,not_applicable,not_applicable,0,not_applicable,3425,github_releases,success,0,20.638564348220825,2025-08-07T21:56:17.209663,[]
https://www.oradesibiu.ro/,False,False,not_applicable,not_applicable,0,not_applicable,3425,github_releases,success,1,16.328972816467285,2025-08-07T21:56:33.541258,"[""https://fundingchoicesmessages.google.com/i/pub-pub-6497245353467164?ers=1""]"
https://www.orangecenter.bg/,True,False,"gtm.js, gtm.dom, gtm.load, set_user_properties","Facebook, Google, Google Marketing Platform, Google Static",8,"connect.facebook.net, googleads.g.doubleclick.net, region1.analytics.google.com, stats.g.doubleclick.net, www.facebook.com, www.google.co.uk, www.google.com, www.gstatic.com",3425,github_releases,success,2,48.8044638633728,2025-08-07T21:57:22.348071,"[""https://www.orangecenter.bg/static/version1753284462/frontend/Extensa/orangecenter/bg_BG/Extensa_MirasvitGoogleTagManager/js/item-category.min.js"", ""https://www.googletagmanager.com/gtm.js?id=GTM-KSP9PVN""]"
https://www.orcajump.com/,False,False,not_applicable,not_applicable,0,not_applicable,3425,github_releases,success,5,23.955718755722046,2025-08-07T21:57:46.305952,"[""https://fonts.googleapis.com/css?family=Work%20Sans%3A400%2C600%7CUrbanist%3A400%2C600%2C700%2C800%7CLato%3A400%2C700&display=swap"", ""https://www.orcajump.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743235188"", ""https://www.orcajump.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1743235172"", ""https://terrehauteanalytics.com/ingest/v1/web/start"", ""https://terrehauteanalytics.com/ingest/v1/web/tags""]"
https://www.originalmarines.com/,False,False,not_applicable,not_applicable,0,not_applicable,3425,github_releases,success,0,20.707157850265503,2025-08-07T21:58:07.025275,[]
